UF;UNIDADE;UNIDADE_PADRAO_AEROPORTUARIO;CIDADE_APREENSAO;DATA;DROGA;QUANTIDADE;UNIDADE_MEDIDA;ORIGEM;lat;lon
AC;SR/PF/AC;RBR;RIO BRANCO;03/18/2013;cocaina;1027;gramas;aeroporto;-9,868888855;-67,89805603
AC;SR/PF/AC;RBR;RIO BRANCO;02/23/2014;cocaina;2000;gramas;aeroporto;-9,868888855;-67,89805603
AM;SR/PF/AM;MAO;MANAUS;04/19/2013;cocaina;6100;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;04/25/2013;cocaina;7610;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/06/2013;cocaina;8510;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/08/2013;cocaina;7130;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/14/2013;maconha;16740;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/17/2013;cocaina;4350;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;05/19/2013;cocaina;7130;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;03/11/2014;cocaina;6280;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;03/26/2014;cocaina;12470;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;03/26/2014;cocaina;22470;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;03/29/2014;cocaina;6730;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;04/10/2014;cocaina;57000;gramas;aeroporto;-3,038609982;-60,04970169
AM;SR/PF/AM;MAO;MANAUS;04/11/2014;cocaina;3200;gramas;aeroporto;-3,038609982;-60,04970169
AP;SR/PF/AP;MCP;MACAPA;02/26/2014;maconha;14064;gramas;aeroporto;0,050664;-51,07220078
BA;SR/PF/BA;SSA;SALVADOR;04/10/2013;cocaina;3000;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;04/17/2013;cocaina;3905;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;05/25/2013;lsd;13300;pontos;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;05/25/2013;ecstasy;29700;comprimidos;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;05/25/2013;haxixe;1000;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;05/25/2013;maconha;36700;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;08/06/2013;cocaina;18500;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;08/23/2013;cocaina;4165;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;08/23/2013;maconha;60;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;09/12/2013;cocaina;5230;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;04/29/2014;cocaina;1500;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;07/30/2014;cocaina;1500;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;11/07/2014;cocaina;5000;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;12/01/2014;cocaina;7160;gramas;aeroporto;-12,9086113;-38,32249832
BA;SR/PF/BA;SSA;SALVADOR;12/05/2014;cocaina;1800;gramas;aeroporto;-12,9086113;-38,32249832
DF;SR/PF/DF;BSB;BRASILIA;01/28/2013;cocaina;3000;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;02/11/2013;cocaina;3500;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;02/21/2013;cocaina;6350;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;02/26/2013;cocaina;2000;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;02/27/2013;cocaina;3060;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;03/05/2013;cocaina;20000;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;03/14/2013;cocaina;5750;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;03/25/2013;ecstasy;45125;comprimidos;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;03/25/2013;skunk;2125;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;04/23/2013;cocaina;10685;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;04/30/2013;cocaina;7710;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;05/25/2013;cocaina;12150;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;06/04/2013;cocaina;100,59;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;10/07/2013;cocaina;6270;gramas;aeroporto;-15,86916733;-47,92083359
DF;SR/PF/DF;BSB;BRASILIA;11/11/2014;cocaina;2335;gramas;aeroporto;-15,86916733;-47,92083359
ES;SR/PF/ES;VIX;VITORIA;11/21/2014;cocaina;1849;gramas;aeroporto;-20,25805664;-40,2863884
GO;SR/PF/GO;GYN;GOIANIA;03/05/2013;cocaina;10305;gramas;aeroporto;-16,63199997;-49,22069931
GO;SR/PF/GO;GYN;GOIANIA;04/11/2013;maconha;112000;gramas;aeroporto;-16,63199997;-49,22069931
GO;SR/PF/GO;GYN;GOIANIA;11/04/2014;cocaina;15949;gramas;aeroporto;-16,63199997;-49,22069931
GO;SR/PF/GO;GYN;GOIANIA;11/05/2014;maconha;13423;gramas;aeroporto;-16,63199997;-49,22069931
MS;SR/PF/MS;CGR;CAMPO GRANDE;01/06/2013;maconha;15007;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;01/10/2013;maconha;14971;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;01/26/2013;maconha;14820;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;02/10/2013;maconha;19775;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;02/16/2013;maconha;14000;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;02/27/2013;maconha;3000;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;03/08/2013;cocaina;3150;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;03/14/2013;maconha;2700;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;03/28/2013;maconha;10561;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;04/15/2013;maconha;17754;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;05/06/2013;maconha;14272;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;05/10/2013;maconha;12100;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;05/14/2013;maconha;10110;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;05/16/2013;maconha;10203;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;06/15/2013;maconha;23800;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;06/19/2013;haxixe;3,64;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;06/19/2013;maconha;4737;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;06/27/2013;maconha;21400;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;07/13/2013;cocaina;5134;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;07/14/2013;maconha;3388;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;07/27/2013;maconha;10755;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;08/15/2013;maconha;15010;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;08/19/2013;maconha;41151;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;08/22/2013;maconha;15800;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;08/23/2013;cocaina;3074;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;08/31/2013;maconha;21439;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;10/02/2013;maconha;5030;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;10/16/2013;lanca perfume;245;frascos;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;11/01/2013;haxixe;7555;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;11/13/2013;maconha;18600;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;11/28/2013;cocaina;563;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;12/24/2013;maconha;34200;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;01/31/2014;cocaina;2711;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;02/23/2014;maconha;20520;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;03/09/2014;cocaina;4013;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;03/14/2014;cocaina;2564;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;05/04/2014;maconha;16033;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;06/27/2014;maconha;21400;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;07/09/2014;maconha;90;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;09/17/2014;maconha;15200;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;11/06/2014;maconha;9900;gramas;aeroporto;-20,46870041;-54,67250061
MS;SR/PF/MS;CGR;CAMPO GRANDE;11/12/2014;maconha;88458;gramas;aeroporto;-20,46870041;-54,67250061
MS;DPF/CRA/MS;CMG;CORUMBA;02/05/2013;cocaina;4340;gramas;aeroporto;-19,01194382;-57,67139053
MS;DPF/CRA/MS;CMG;CORUMBA;02/10/2014;cocaina;5950;gramas;aeroporto;-19,01194382;-57,67139053
MS;DPF/DRS/MS;DOU;DOURADOS;03/30/2013;haxixe;12800;gramas;aeroporto;-22,20190048;-54,92660141
MS;DPF/DRS/MS;DOU;DOURADOS;06/12/2013;cocaina;5000;gramas;aeroporto;-22,20190048;-54,92660141
MS;DPF/TLS/MS;TLS;TRES LAGOAS;04/18/2014;maconha;15000;gramas;aeroporto;;
MT;SR/PF/MT;CGB;CUIABA;01/11/2013;maconha;17500;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;08/15/2013;cocaina;4320;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;08/15/2013;cocaina;4320;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;08/19/2013;cocaina;5560;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;09/07/2013;cocaina;7280;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;09/07/2013;cocaina;7280;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;09/14/2013;maconha;13996;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;11/09/2013;cocaina;6027;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;11/16/2013;cocaina;3040;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;11/23/2013;maconha;13000;gramas;aeroporto;-15,65289974;-56,11669922
MT;SR/PF/MT;CGB;CUIABA;12/26/2014;cocaina;17600;gramas;aeroporto;-15,65289974;-56,11669922
PA;SR/PF/PA;BEL;BELEM;07/01/2013;cocaina;3250;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;09/22/2013;maconha;10475;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;10/20/2013;maconha;51000;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;03/27/2014;cocaina;3500;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;07/06/2014;cocaina;4800;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;07/25/2014;cocaina;1133;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;07/25/2014;cocaina;1273;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;07/25/2014;cocaina;1310;gramas;aeroporto;-1,37925005;-48,47629929
PA;SR/PF/PA;BEL;BELEM;08/31/2014;cocaina;6793;gramas;aeroporto;-1,37925005;-48,47629929
PB;SR/PF/PB;JPA;JOAO PESSOA;08/29/2013;maconha;6679;gramas;aeroporto;-7,145833015;-34,94861221
PE;SR/PF/PE;REC;RECIFE;04/19/2013;cocaina;700;gramas;aeroporto;-8,126489639;-34,92359924
PE;SR/PF/PE;REC;RECIFE;05/25/2013;cocaina;3000;gramas;aeroporto;-8,126489639;-34,92359924
PE;SR/PF/PE;REC;RECIFE;09/04/2013;cocaina;2311;gramas;aeroporto;-8,126489639;-34,92359924
PE;SR/PF/PE;REC;RECIFE;02/06/2014;cocaina;3046;gramas;aeroporto;-8,126489639;-34,92359924
PE;SR/PF/PE;REC;RECIFE;09/21/2014;cocaina;2045;gramas;aeroporto;-8,126489639;-34,92359924
PE;SR/PF/PE;REC;RECIFE;09/21/2014;cocaina;2000;gramas;aeroporto;-8,126489639;-34,92359924
PI;SR/PF/PI;THE;TERESINA;02/15/2014;cocaina;52120;gramas;aeroporto;-5,059939861;-42,82350159
PI;SR/PF/PI;THE;TERESINA;11/11/2014;maconha;31030;gramas;aeroporto;-5,059939861;-42,82350159
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;04/29/2013;cocaina;4365;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;05/12/2013;cocaina;850;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;06/06/2013;cocaina;1700;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;09/24/2013;cocaina;1015;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;10/18/2013;cocaina;865;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;02/11/2014;cocaina;2075;gramas;aeroporto;-25,60027885;-54,48500061
PR;DPF/FIG/PR;IGU;FOZ DO IGUACU;09/10/2014;cocaina;14185;gramas;aeroporto;-25,60027885;-54,48500061
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;01/16/2013;cocaina;2825;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;02/23/2013;cocaina;5210;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;02/24/2013;cocaina;1595;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;03/11/2013;cocaina;2825;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/30/2013;cocaina;2475;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;05/23/2013;cocaina;5635;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/17/2013;cocaina;3240;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/17/2013;cocaina;3240;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/20/2013;cocaina;6000;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;06/20/2013;cocaina;6000;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/03/2013;cocaina;8015;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/08/2013;cocaina;265;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/18/2013;lsd;4500;pontos;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/20/2013;cocaina;6625;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/20/2013;cocaina;6625;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/12/2013;cocaina;1980;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/22/2013;cocaina;3265;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/27/2013;ecstasy;56684;comprimidos;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/05/2013;maconha;20000;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/06/2013;cocaina;10000;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/19/2013;cocaina;4855;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;11/06/2013;cocaina;2805;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;04/01/2014;cocaina;5280;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;05/31/2014;cocaina;6735;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/10/2014;cocaina;2375;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/22/2014;cocaina;965;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;07/29/2014;cocaina;1000;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/10/2014;cocaina;15610;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/10/2014;cocaina;2630;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/23/2014;cocaina;2450;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/24/2014;cocaina;4140;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/25/2014;cocaina;7661;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;08/25/2014;cocaina;7661;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/06/2014;cocaina;2820;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/13/2014;cocaina;8625;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/18/2014;cocaina;8825;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;09/25/2014;maconha;400;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/03/2014;cocaina;5200;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/12/2014;cocaina;3935;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;10/27/2014;cocaina;2000;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;11/04/2014;cocaina;2250;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/09/2014;cocaina;1560;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/22/2014;ecstasy;51130;comprimidos;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/23/2014;cocaina;1010;gramas;aeroporto;-22,80999947;-43,25055695
RJ;SR/PF/RJ;GIG;RIO DE JANEIRO;12/25/2014;ecstasy;50000;comprimidos;aeroporto;-22,80999947;-43,25055695
RN;SR/PF/RN;NAT;NATAL;05/31/2013;maconha;14950;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;07/21/2013;cocaina;7011;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;08/06/2013;cocaina;4541,03;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;10/04/2013;cocaina;3400;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;01/22/2014;cocaina;8390;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;01/22/2014;cocaina;8390;gramas;aeroporto;-5,911419869;-35,24769974
RN;SR/PF/RN;NAT;NATAL;03/31/2014;cocaina;2707;gramas;aeroporto;-5,911419869;-35,24769974
RO;SR/PF/RO;PVH;PORTO VELHO;03/30/2013;cocaina;3100;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;04/03/2013;cocaina;2200;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;04/03/2013;cocaina;2200;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;04/08/2013;cocaina;3000;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/10/2013;cocaina;3000;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/19/2013;cocaina;3630;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/26/2013;cocaina;5708;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/28/2013;cocaina;3376;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;07/17/2013;cocaina;4625;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;08/06/2013;cocaina;2220;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;08/11/2013;cocaina;4173;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;08/23/2013;cocaina;5230;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;09/15/2013;cocaina;5000;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;09/24/2013;cocaina;13853;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;10/03/2013;cocaina;4440;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;10/20/2013;cocaina;4196;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;12/08/2013;cocaina;4600;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;01/29/2014;cocaina;16815;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;02/06/2014;cocaina;11509;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;04/04/2014;cocaina;5380;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/21/2014;maconha;20015;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/24/2014;cocaina;9000;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/28/2014;maconha;20710;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;05/29/2014;cocaina;18500;gramas;aeroporto;-8,709289551;-63,90230179
RO;SR/PF/RO;PVH;PORTO VELHO;08/27/2014;cocaina;6835;gramas;aeroporto;-8,709289551;-63,90230179
RS;SR/DPF/RS;POA;PORTO ALEGRE;03/11/2013;cocaina;3277;gramas;aeroporto;-29,99440002;-51,17139816
RS;SR/DPF/RS;POA;PORTO ALEGRE;06/16/2013;cocaina;3801;gramas;aeroporto;-29,99440002;-51,17139816
RS;SR/DPF/RS;POA;PORTO ALEGRE;07/07/2013;cocaina;3600;gramas;aeroporto;-29,99440002;-51,17139816
RS;SR/DPF/RS;POA;PORTO ALEGRE;08/09/2013;cocaina;14700;gramas;aeroporto;-29,99440002;-51,17139816
RS;SR/DPF/RS;POA;PORTO ALEGRE;11/29/2013;cocaina;4600;gramas;aeroporto;-29,99440002;-51,17139816
